Fecha,EEUU_Precio,Europa_Precio,Japon_Precio,AsiaExJapon_Precio,Latam_Precio,EEUU_FwdP/E,Europa_FwdP/E,Japon_FwdP/E,AsiaExJapon_FwdP/E,Latam_FwdP/E,EEUU_FwdP/S,Europa_FwdP/S,Japon_FwdP/S,AsiaExJapon_FwdP/S,Latam_FwdP/S,EEUU_DY,Europa_DY,Japon_DY,AsiaExJapon_DY,Latam_DY
13/05/2016,276.2736,57.5843,56.6673,58.2674,34.5147,16.7773,14.553,13.835,11.2705,#N/A N/A,1.7626,1.0996,0.7343,1.0088,#N/A N/A,2.3108,3.9855,2.3968,3.1367,#N/A N/A
14/05/2016,276.2736,57.5843,56.6673,58.2674,34.5147,16.7773,14.553,13.835,11.2705,#N/A N/A,1.7626,1.0996,0.7343,1.0088,#N/A N/A,2.3108,3.9855,2.3968,3.1367,#N/A N/A
15/05/2016,276.2736,57.5843,56.6673,58.2674,34.5147,16.7773,14.553,13.835,11.2705,#N/A N/A,1.7626,1.0996,0.7343,1.0088,#N/A N/A,2.3108,3.9855,2.3968,3.1367,#N/A N/A
16/05/2016,279.0665,58.2965,57.4536,59.0639,34.8852,16.7773,14.553,13.835,11.2705,#N/A N/A,1.7626,1.0996,0.7343,1.0088,#N/A N/A,2.3108,3.9855,2.3968,3.1367,#N/A N/A
17/05/2016,276.6093,57.792,57.0605,58.8363,34.4872,16.7773,14.553,13.835,11.2705,#N/A N/A,1.7626,1.0996,0.7343,1.0088,#N/A N/A,2.3108,3.9855,2.3968,3.1367,#N/A N/A
18/05/2016,276.6361,57.9849,57.1096,58.4381,33.6227,16.7773,14.553,13.835,11.2705,#N/A N/A,1.7626,1.0996,0.7343,1.0088,#N/A N/A,2.3108,3.9855,2.3968,3.1367,#N/A N/A
19/05/2016,275.6559,57.6288,56.7164,57.8806,33.2247,16.7773,14.553,13.835,11.2705,#N/A N/A,1.7626,1.0996,0.7343,1.0088,#N/A N/A,2.3108,3.9855,2.3968,3.1367,#N/A N/A
20/05/2016,277.3343,58.1036,57.1096,58.404,33.4991,16.7744,14.7364,14.1173,11.2756,13.5663,1.7637,1.1156,0.749,1.0123,1.1609,2.3111,3.9247,2.353,3.1441,3.1961
21/05/2016,277.3343,58.1036,57.1096,58.404,33.4991,16.7744,14.7364,14.1173,11.2756,13.5663,1.7637,1.1156,0.749,1.0123,1.1609,2.3111,3.9247,2.353,3.1441,3.1961
22/05/2016,277.3343,58.1036,57.1096,58.404,33.4991,16.7744,14.7364,14.1173,11.2756,13.5663,1.7637,1.1156,0.749,1.0123,1.1609,2.3111,3.9247,2.353,3.1441,3.1961
23/05/2016,276.9584,57.9256,56.8639,58.4722,32.9228,16.7744,14.7364,14.1173,11.2756,13.5663,1.7637,1.1156,0.749,1.0123,1.1609,2.3111,3.9247,2.353,3.1441,3.1961
24/05/2016,280.557,59.068,57.2816,59.0298,33.1012,16.7744,14.7364,14.1173,11.2756,13.5663,1.7637,1.1156,0.749,1.0123,1.1609,2.3111,3.9247,2.353,3.1441,3.1961
25/05/2016,282.4503,59.7357,57.6994,59.7921,33.2658,16.7744,14.7364,14.1173,11.2756,13.5663,1.7637,1.1156,0.749,1.0123,1.1609,2.3111,3.9247,2.353,3.1441,3.1961
26/05/2016,282.5577,59.9583,57.6502,59.9286,33.4717,16.7744,14.7364,14.1173,11.2756,13.5663,1.7637,1.1156,0.749,1.0123,1.1609,2.3111,3.9247,2.353,3.1441,3.1961
27/05/2016,283.7259,59.8099,57.4782,60.179,33.06,17.1275,15.1058,14.2523,11.6707,13.291,1.8007,1.1445,0.7534,1.0484,1.1504,2.2648,3.8274,2.3399,3.0365,3.2221
28/05/2016,283.7259,59.8099,57.4782,60.179,33.06,17.1275,15.1058,14.2523,11.6707,13.291,1.8007,1.1445,0.7534,1.0484,1.1504,2.2648,3.8274,2.3399,3.0365,3.2221
29/05/2016,283.7259,59.8099,57.4782,60.179,33.06,17.1275,15.1058,14.2523,11.6707,13.291,1.8007,1.1445,0.7534,1.0484,1.1504,2.2648,3.8274,2.3399,3.0365,3.2221
30/05/2016,283.7259,59.8099,57.4782,60.179,33.06,17.1275,15.1058,14.2523,11.6707,13.291,1.8007,1.1445,0.7534,1.0484,1.1504,2.2648,3.8274,2.3399,3.0365,3.2221
31/05/2016,283.2828,59.3054,57.9451,60.6568,32.4287,17.1275,15.1058,14.2523,11.6707,13.291,1.8007,1.1445,0.7534,1.0484,1.1504,2.2648,3.8274,2.3399,3.0365,3.2221
01/06/2016,283.8199,59.2313,57.896,60.5203,32.813,17.1275,15.1058,14.2523,11.6707,13.291,1.8007,1.1445,0.7534,1.0484,1.1504,2.2648,3.8274,2.3399,3.0365,3.2221
02/06/2016,284.7464,59.4093,57.4045,61.0096,33.0188,17.1275,15.1058,14.2523,11.6707,13.291,1.8007,1.1445,0.7534,1.0484,1.1504,2.2648,3.8274,2.3399,3.0365,3.2221
03/06/2016,283.793,59.7357,57.6502,61.533,33.856,17.0965,15.029,14.4815,12.0597,13.7612,1.7965,1.1421,0.745,1.0853,1.1861,2.2685,3.823,2.3583,2.8845,3.14
04/06/2016,283.793,59.7357,57.6502,61.533,33.856,17.0965,15.029,14.4815,12.0597,13.7612,1.7965,1.1421,0.745,1.0853,1.1861,2.2685,3.823,2.3583,2.8845,3.14
05/06/2016,283.793,59.7357,57.6502,61.533,33.856,17.0965,15.029,14.4815,12.0597,13.7612,1.7965,1.1421,0.745,1.0853,1.1861,2.2685,3.823,2.3583,2.8845,3.14
06/06/2016,285.3641,59.9286,58.24,62.2384,34.0206,17.0965,15.029,14.4815,12.0597,13.7612,1.7965,1.1421,0.745,1.0853,1.1861,2.2685,3.823,2.3583,2.8845,3.14
07/06/2016,285.6998,60.3441,58.6332,62.7049,34.5421,17.0965,15.029,14.4815,12.0597,13.7612,1.7965,1.1421,0.745,1.0853,1.1861,2.2685,3.823,2.3583,2.8845,3.14
08/06/2016,286.6128,60.4776,58.9772,62.8756,35.7086,17.0965,15.029,14.4815,12.0597,13.7612,1.7965,1.1421,0.745,1.0853,1.1861,2.2685,3.823,2.3583,2.8845,3.14
09/06/2016,286.2771,59.6022,58.2892,62.3294,35.0087,17.0965,15.029,14.4815,12.0597,13.7612,1.7965,1.1421,0.745,1.0853,1.1861,2.2685,3.823,2.3583,2.8845,3.14
10/06/2016,283.5782,57.5546,57.2571,61.1347,33.6364,17.0337,14.3798,14.392,12.1104,13.5384,1.7912,1.0969,0.7425,1.0912,1.1675,2.2747,3.9965,2.3764,2.8749,3.1924
11/06/2016,283.5782,57.5546,57.2571,61.1347,33.6364,17.0337,14.3798,14.392,12.1104,13.5384,1.7912,1.0969,0.7425,1.0912,1.1675,2.2747,3.9965,2.3764,2.8749,3.1924
12/06/2016,283.5782,57.5546,57.2571,61.1347,33.6364,17.0337,14.3798,14.392,12.1104,13.5384,1.7912,1.0969,0.7425,1.0912,1.1675,2.2747,3.9965,2.3764,2.8749,3.1924
13/06/2016,281.3358,56.6792,56.225,60.1676,33.2384,17.0337,14.3798,14.392,12.1104,13.5384,1.7912,1.0969,0.7425,1.0912,1.1675,2.2747,3.9965,2.3764,2.8749,3.1924
14/06/2016,280.8255,55.6257,55.9792,60.1903,32.7032,17.0337,14.3798,14.392,12.1104,13.5384,1.7912,1.0969,0.7425,1.0912,1.1675,2.2747,3.9965,2.3764,2.8749,3.1924
15/06/2016,280.3287,55.9225,56.5198,60.6682,33.1698,17.0337,14.3798,14.392,12.1104,13.5384,1.7912,1.0969,0.7425,1.0912,1.1675,2.2747,3.9965,2.3764,2.8749,3.1924
16/06/2016,281.2418,56.3231,56.2741,60.4976,33.4031,17.0337,14.3798,14.392,12.1104,13.5384,1.7912,1.0969,0.7425,1.0912,1.1675,2.2747,3.9965,2.3764,2.8749,3.1924
17/06/2016,280.181,57.1688,56.1758,60.3724,33.8148,16.8161,14.1895,13.5784,11.8218,13.4314,1.7683,1.0828,0.7007,1.0647,1.1622,2.3026,4.051,2.5213,2.9438,3.2158
18/06/2016,280.181,57.1688,56.1758,60.3724,33.8148,16.8161,14.1895,13.5784,11.8218,13.4314,1.7683,1.0828,0.7007,1.0647,1.1622,2.3026,4.051,2.5213,2.9438,3.2158
19/06/2016,280.181,57.1688,56.1758,60.3724,33.8148,16.8161,14.1895,13.5784,11.8218,13.4314,1.7683,1.0828,0.7007,1.0647,1.1622,2.3026,4.051,2.5213,2.9438,3.2158
20/06/2016,282.034,58.6229,57.4536,61.2599,34.501,16.8161,14.1895,13.5784,11.8218,13.4314,1.7683,1.0828,0.7007,1.0647,1.1622,2.3026,4.051,2.5213,2.9438,3.2158
21/06/2016,282.8099,59.2075,57.8468,61.6126,34.587,16.8161,14.1895,13.5784,11.8218,13.4314,1.7683,1.0828,0.7007,1.0647,1.1622,2.3026,4.051,2.5213,2.9438,3.2158
22/06/2016,282.3377,59.329,57.3151,61.8116,34.656,16.8161,14.1895,13.5784,11.8218,13.4314,1.7683,1.0828,0.7007,1.0647,1.1622,2.3026,4.051,2.5213,2.9438,3.2158
23/06/2016,286.0209,61.1507,58.6031,63.0251,35.7882,16.8161,14.1895,13.5784,11.8218,13.4314,1.7683,1.0828,0.7007,1.0647,1.1622,2.3026,4.051,2.5213,2.9438,3.2158
24/06/2016,275.8888,54.4557,56.1757,59.8653,33.7723,16.4638,13.6961,12.9723,11.7692,13.5431,1.7335,1.0465,0.6754,1.0592,1.1642,2.3534,4.19,2.6175,2.9558,3.1938
25/06/2016,275.8888,54.4557,56.1757,59.8653,33.7723,16.4638,13.6961,12.9723,11.7692,13.5431,1.7335,1.0465,0.6754,1.0592,1.1642,2.3534,4.19,2.6175,2.9558,3.1938
26/06/2016,275.8888,54.4557,56.1757,59.8653,33.7723,16.4638,13.6961,12.9723,11.7692,13.5431,1.7335,1.0465,0.6754,1.0592,1.1642,2.3534,4.19,2.6175,2.9558,3.1938
27/06/2016,270.681,53.1957,55.8785,59.2356,32.9991,16.4638,13.6961,12.9723,11.7692,13.5431,1.7335,1.0465,0.6754,1.0592,1.1642,2.3534,4.19,2.6175,2.9558,3.1938
28/06/2016,275.7404,54.9112,56.7206,60.7468,34.3661,16.4638,13.6961,12.9723,11.7692,13.5431,1.7335,1.0465,0.6754,1.0592,1.1642,2.3534,4.19,2.6175,2.9558,3.1938
29/06/2016,280.3545,56.1257,57.4637,61.8917,35.6501,16.4638,13.6961,12.9723,11.7692,13.5431,1.7335,1.0465,0.6754,1.0592,1.1642,2.3534,4.19,2.6175,2.9558,3.1938
30/06/2016,283.9972,57.3706,56.9683,62.6015,36.2991,16.4638,13.6961,12.9723,11.7692,13.5431,1.7335,1.0465,0.6754,1.0592,1.1642,2.3534,4.19,2.6175,2.9558,3.1938
01/07/2016,284.8471,57.3706,56.8693,63.1053,36.6028,16.9855,14.6115,13.439,12.1703,14.2317,1.7889,1.1073,0.7025,1.0963,1.2201,2.2809,3.9216,2.5165,2.8563,3.0202
02/07/2016,284.8471,57.3706,56.8693,63.1053,36.6028,16.9855,14.6115,13.439,12.1703,14.2317,1.7889,1.1073,0.7025,1.0963,1.2201,2.2809,3.9216,2.5165,2.8563,3.0202
03/07/2016,284.8471,57.3706,56.8693,63.1053,36.6028,16.9855,14.6115,13.439,12.1703,14.2317,1.7889,1.1073,0.7025,1.0963,1.2201,2.2809,3.9216,2.5165,2.8563,3.0202
04/07/2016,284.8471,57.3706,56.8693,63.1053,36.6028,16.9855,14.6115,13.439,12.1703,14.2317,1.7889,1.1073,0.7025,1.0963,1.2201,2.2809,3.9216,2.5165,2.8563,3.0202
05/07/2016,282.8369,55.7461,56.8693,62.281,35.443,16.9855,14.6115,13.439,12.1703,14.2317,1.7889,1.1073,0.7025,1.0963,1.2201,2.2809,3.9216,2.5165,2.8563,3.0202
06/07/2016,284.4559,55.5184,56.8693,62.0863,35.2083,16.9855,14.6115,13.439,12.1703,14.2317,1.7889,1.1073,0.7025,1.0963,1.2201,2.2809,3.9216,2.5165,2.8563,3.0202
07/07/2016,284.213,55.23,56.9188,62.0634,35.015,16.9855,14.6115,13.439,12.1703,14.2317,1.7889,1.1073,0.7025,1.0963,1.2201,2.2809,3.9216,2.5165,2.8563,3.0202
08/07/2016,288.5303,56.0953,57.3151,62.9564,36.3819,17.169,14.3198,13.0455,11.9939,14.0326,1.8073,1.0852,0.6815,1.083,1.2064,2.2568,3.9893,2.6096,2.8953,3.0232
09/07/2016,288.5303,56.0953,57.3151,62.9564,36.3819,17.169,14.3198,13.0455,11.9939,14.0326,1.8073,1.0852,0.6815,1.083,1.2064,2.2568,3.9893,2.6096,2.8953,3.0232
10/07/2016,288.5303,56.0953,57.3151,62.9564,36.3819,17.169,14.3198,13.0455,11.9939,14.0326,1.8073,1.0852,0.6815,1.083,1.2064,2.2568,3.9893,2.6096,2.8953,3.0232
11/07/2016,289.6232,56.8544,58.7022,63.5289,36.7271,17.169,14.3198,13.0455,11.9939,14.0326,1.8073,1.0852,0.6815,1.083,1.2064,2.2568,3.9893,2.6096,2.8953,3.0232
12/07/2016,291.6604,57.7046,59.0489,64.399,37.1827,17.169,14.3198,13.0455,11.9939,14.0326,1.8073,1.0852,0.6815,1.083,1.2064,2.2568,3.9893,2.6096,2.8953,3.0232
13/07/2016,291.6334,57.7197,58.9498,64.3303,37.3484,17.169,14.3198,13.0455,11.9939,14.0326,1.8073,1.0852,0.6815,1.083,1.2064,2.2568,3.9893,2.6096,2.8953,3.0232
14/07/2016,293.2389,58.327,59.0489,65.0286,37.9421,17.169,14.3198,13.0455,11.9939,14.0326,1.8073,1.0852,0.6815,1.083,1.2064,2.2568,3.9893,2.6096,2.8953,3.0232
15/07/2016,292.8072,57.9778,58.8508,64.9371,37.8731,17.4089,14.7137,14.3032,12.5115,14.4135,1.8292,1.1157,0.7455,1.1291,1.2394,2.2283,3.8908,2.3839,2.7792,2.9573
16/07/2016,292.8072,57.9778,58.8508,64.9371,37.8731,17.4089,14.7137,14.3032,12.5115,14.4135,1.8292,1.1157,0.7455,1.1291,1.2394,2.2283,3.8908,2.3839,2.7792,2.9573
17/07/2016,292.8072,57.9778,58.8508,64.9371,37.8731,17.4089,14.7137,14.3032,12.5115,14.4135,1.8292,1.1157,0.7455,1.1291,1.2394,2.2283,3.8908,2.3839,2.7792,2.9573
18/07/2016,293.6167,58.1144,58.9994,65.3721,38.5358,17.4089,14.7137,14.3032,12.5115,14.4135,1.8292,1.1157,0.7455,1.1291,1.2394,2.2283,3.8908,2.3839,2.7792,2.9573
19/07/2016,293.2929,57.5679,58.6031,64.7768,38.3977,17.4089,14.7137,14.3032,12.5115,14.4135,1.8292,1.1157,0.7455,1.1291,1.2394,2.2283,3.8908,2.3839,2.7792,2.9573
20/07/2016,294.5341,58.0689,59.0985,65.2576,38.6187,17.4089,14.7137,14.3032,12.5115,14.4135,1.8292,1.1157,0.7455,1.1291,1.2394,2.2283,3.8908,2.3839,2.7792,2.9573
21/07/2016,293.4683,57.9323,58.6526,65.166,38.3149,17.4089,14.7137,14.3032,12.5115,14.4135,1.8292,1.1157,0.7455,1.1291,1.2394,2.2283,3.8908,2.3839,2.7792,2.9573
22/07/2016,294.7499,58.0385,58.7517,65.5324,38.7153,17.4806,14.7436,14.3994,12.5441,14.5835,1.8371,1.1191,0.75,1.1278,1.2639,2.2185,3.8671,2.3684,2.771,2.9029
23/07/2016,294.7499,58.0385,58.7517,65.5324,38.7153,17.4806,14.7436,14.3994,12.5441,14.5835,1.8371,1.1191,0.75,1.1278,1.2639,2.2185,3.8671,2.3684,2.771,2.9029
24/07/2016,294.7499,58.0385,58.7517,65.5324,38.7153,17.4806,14.7436,14.3994,12.5441,14.5835,1.8371,1.1191,0.75,1.1278,1.2639,2.2185,3.8671,2.3684,2.771,2.9029
25/07/2016,293.9944,58.0234,58.5535,65.0515,38.1216,17.4806,14.7436,14.3994,12.5441,14.5835,1.8371,1.1191,0.75,1.1278,1.2639,2.2185,3.8671,2.3684,2.771,2.9029
26/07/2016,294.1158,58.2207,58.6031,65.6927,38.2459,17.4806,14.7436,14.3994,12.5441,14.5835,1.8371,1.1191,0.75,1.1278,1.2639,2.2185,3.8671,2.3684,2.771,2.9029
27/07/2016,293.819,58.6003,58.7022,65.8415,38.1492,17.4806,14.7436,14.3994,12.5441,14.5835,1.8371,1.1191,0.75,1.1278,1.2639,2.2185,3.8671,2.3684,2.771,2.9029
28/07/2016,294.1698,58.5699,58.7022,65.8987,37.6936,17.4806,14.7436,14.3994,12.5441,14.5835,1.8371,1.1191,0.75,1.1278,1.2639,2.2185,3.8671,2.3684,2.771,2.9029
29/07/2016,294.615,59.1316,59.7424,65.9903,38.4116,17.4411,15.0125,14.3631,12.4805,14.7079,1.8349,1.1435,0.748,1.1172,1.269,2.2181,3.7967,2.3791,2.7688,2.8812
30/07/2016,294.615,59.1316,59.7424,65.9903,38.4116,17.4411,15.0125,14.3631,12.4805,14.7079,1.8349,1.1435,0.748,1.1172,1.269,2.2181,3.7967,2.3791,2.7688,2.8812
31/07/2016,294.615,59.1316,59.7424,65.9903,38.4116,17.4411,15.0125,14.3631,12.4805,14.7079,1.8349,1.1435,0.748,1.1172,1.269,2.2181,3.7967,2.3791,2.7688,2.8812
01/08/2016,294.2777,58.494,59.9406,66.0247,37.7626,17.4411,15.0125,14.3631,12.4805,14.7079,1.8349,1.1435,0.748,1.1172,1.269,2.2181,3.7967,2.3791,2.7688,2.8812
02/08/2016,292.5373,58.3422,59.1975,65.6698,37.5279,17.4411,15.0125,14.3631,12.4805,14.7079,1.8349,1.1435,0.748,1.1172,1.269,2.2181,3.7967,2.3791,2.7688,2.8812
03/08/2016,293.4008,58.0993,58.9003,65.6469,38.3149,17.4411,15.0125,14.3631,12.4805,14.7079,1.8349,1.1435,0.748,1.1172,1.269,2.2181,3.7967,2.3791,2.7688,2.8812
04/08/2016,293.6706,58.3422,59.7424,65.7499,38.812,17.4411,15.0125,14.3631,12.4805,14.7079,1.8349,1.1435,0.748,1.1172,1.269,2.2181,3.7967,2.3791,2.7688,2.8812
05/08/2016,296.0047,58.5395,59.9406,66.6773,39.2124,17.5092,14.8057,13.8944,12.5989,14.9021,1.8423,1.1276,0.7316,1.1282,1.2929,2.2058,3.8448,2.452,2.7467,2.8085
06/08/2016,296.0047,58.5395,59.9406,66.6773,39.2124,17.5092,14.8057,13.8944,12.5989,14.9021,1.8423,1.1276,0.7316,1.1282,1.2929,2.2058,3.8448,2.452,2.7467,2.8085
07/08/2016,296.0047,58.5395,59.9406,66.6773,39.2124,17.5092,14.8057,13.8944,12.5989,14.9021,1.8423,1.1276,0.7316,1.1282,1.2929,2.2058,3.8448,2.452,2.7467,2.8085
08/08/2016,295.8428,58.6003,60.1883,67.0207,39.4333,17.5092,14.8057,13.8944,12.5989,14.9021,1.8423,1.1276,0.7316,1.1282,1.2929,2.2058,3.8448,2.452,2.7467,2.8085
09/08/2016,296.0316,59.162,60.7332,67.4443,39.8475,17.5092,14.8057,13.8944,12.5989,14.9021,1.8423,1.1276,0.7316,1.1282,1.2929,2.2058,3.8448,2.452,2.7467,2.8085
10/08/2016,295.3031,59.3897,60.9313,67.4558,39.5852,17.5092,14.8057,13.8944,12.5989,14.9021,1.8423,1.1276,0.7316,1.1282,1.2929,2.2058,3.8448,2.452,2.7467,2.8085
11/08/2016,296.6657,59.8603,61.3772,68.1656,40.4964,17.5092,14.8057,13.8944,12.5989,14.9021,1.8423,1.1276,0.7316,1.1282,1.2929,2.2058,3.8448,2.452,2.7467,2.8085
12/08/2016,296.4229,59.8148,61.08,68.0397,40.1927,17.5563,15.0972,14.3662,12.8227,15.115,1.8385,1.1502,0.7576,1.1507,1.3185,2.2078,3.7555,2.3786,2.6867,2.7623
13/08/2016,296.4229,59.8148,61.08,68.0397,40.1927,17.5563,15.0972,14.3662,12.8227,15.115,1.8385,1.1502,0.7576,1.1507,1.3185,2.2078,3.7555,2.3786,2.6867,2.7623
14/08/2016,296.4229,59.8148,61.08,68.0397,40.1927,17.5563,15.0972,14.3662,12.8227,15.115,1.8385,1.1502,0.7576,1.1507,1.3185,2.2078,3.7555,2.3786,2.6867,2.7623
15/08/2016,297.3133,59.9362,61.4267,68.7151,40.814,17.5563,15.0972,14.3662,12.8227,15.115,1.8385,1.1502,0.7576,1.1507,1.3185,2.2078,3.7555,2.3786,2.6867,2.7623
16/08/2016,295.8023,59.9666,60.8818,68.3488,40.6483,17.5563,15.0972,14.3662,12.8227,15.115,1.8385,1.1502,0.7576,1.1507,1.3185,2.2078,3.7555,2.3786,2.6867,2.7623
17/08/2016,296.342,59.8755,61.3772,67.9824,40.4964,17.5563,15.0972,14.3662,12.8227,15.115,1.8385,1.1502,0.7576,1.1507,1.3185,2.2078,3.7555,2.3786,2.6867,2.7623
18/08/2016,297.03,60.3309,61.08,68.5205,40.4688,17.5563,15.0972,14.3662,12.8227,15.115,1.8385,1.1502,0.7576,1.1507,1.3185,2.2078,3.7555,2.3786,2.6867,2.7623
19/08/2016,296.5713,59.8299,60.9313,68.0855,40.4412,17.5117,14.8181,14.1049,12.7739,14.8619,1.8352,1.14,0.7435,1.1497,1.3022,2.2109,3.8227,2.4188,2.6854,2.8294
20/08/2016,296.5713,59.8299,60.9313,68.0855,40.4412,17.5117,14.8181,14.1049,12.7739,14.8619,1.8352,1.14,0.7435,1.1497,1.3022,2.2109,3.8227,2.4188,2.6854,2.8294
21/08/2016,296.5713,59.8299,60.9313,68.0855,40.4412,17.5117,14.8181,14.1049,12.7739,14.8619,1.8352,1.14,0.7435,1.1497,1.3022,2.2109,3.8227,2.4188,2.6854,2.8294
22/08/2016,296.4769,59.8299,61.2781,67.3871,39.7508,17.5117,14.8181,14.1049,12.7739,14.8619,1.8352,1.14,0.7435,1.1497,1.3022,2.2109,3.8227,2.4188,2.6854,2.8294
23/08/2016,297.0975,60.1032,61.3276,67.5359,39.3642,17.5117,14.8181,14.1049,12.7739,14.8619,1.8352,1.14,0.7435,1.1497,1.3022,2.2109,3.8227,2.4188,2.6854,2.8294
24/08/2016,295.6944,59.921,61.2781,67.5703,39.3504,17.5117,14.8181,14.1049,12.7739,14.8619,1.8352,1.14,0.7435,1.1497,1.3022,2.2109,3.8227,2.4188,2.6854,2.8294
25/08/2016,295.3975,59.663,60.9809,67.6962,39.3642,17.5117,14.8181,14.1049,12.7739,14.8619,1.8352,1.14,0.7435,1.1497,1.3022,2.2109,3.8227,2.4188,2.6854,2.8294
26/08/2016,294.8714,59.3441,60.535,67.2611,38.7982,17.3537,14.8762,14.0421,12.7354,14.3464,1.821,1.151,0.7386,1.1477,1.2677,2.2294,3.8021,2.4457,2.6924,2.9205
27/08/2016,294.8714,59.3441,60.535,67.2611,38.7982,17.3537,14.8762,14.0421,12.7354,14.3464,1.821,1.151,0.7386,1.1477,1.2677,2.2294,3.8021,2.4457,2.6924,2.9205
28/08/2016,294.8714,59.3441,60.535,67.2611,38.7982,17.3537,14.8762,14.0421,12.7354,14.3464,1.821,1.151,0.7386,1.1477,1.2677,2.2294,3.8021,2.4457,2.6924,2.9205
29/08/2016,296.2745,59.6174,60.7332,67.5932,39.5299,17.3537,14.8762,14.0421,12.7354,14.3464,1.821,1.151,0.7386,1.1477,1.2677,2.2294,3.8021,2.4457,2.6924,2.9205
30/08/2016,295.8158,59.5263,60.7332,67.6847,39.2538,17.3537,14.8762,14.0421,12.7354,14.3464,1.821,1.151,0.7386,1.1477,1.2677,2.2294,3.8021,2.4457,2.6924,2.9205
31/08/2016,294.9928,59.4201,60.8323,67.181,38.8948,17.3537,14.8762,14.0421,12.7354,14.3464,1.821,1.151,0.7386,1.1477,1.2677,2.2294,3.8021,2.4457,2.6924,2.9205
01/09/2016,295.0198,59.754,61.2781,67.5932,39.0329,17.3537,14.8762,14.0421,12.7354,14.3464,1.821,1.151,0.7386,1.1477,1.2677,2.2294,3.8021,2.4457,2.6924,2.9205
02/09/2016,296.315,60.6497,61.7239,68.4862,39.8751,17.4047,15.0829,14.6537,12.7766,14.6615,1.8286,1.1662,0.771,1.1549,1.2963,2.221,3.741,2.3493,2.6752,2.8652
03/09/2016,296.315,60.6497,61.7239,68.4862,39.8751,17.4047,15.0829,14.6537,12.7766,14.6615,1.8286,1.1662,0.771,1.1549,1.2963,2.221,3.741,2.3493,2.6752,2.8652
04/09/2016,296.315,60.6497,61.7239,68.4862,39.8751,17.4047,15.0829,14.6537,12.7766,14.6615,1.8286,1.1662,0.771,1.1549,1.2963,2.221,3.741,2.3493,2.6752,2.8652
05/09/2016,296.315,60.6497,61.7239,68.4862,39.8751,17.4047,15.0829,14.6537,12.7766,14.6615,1.8286,1.1662,0.771,1.1549,1.2963,2.221,3.741,2.3493,2.6752,2.8652
06/09/2016,297.3133,60.9837,62.0707,69.86,40.5379,17.4047,15.0829,14.6537,12.7766,14.6615,1.8286,1.1662,0.771,1.1549,1.2963,2.221,3.741,2.3493,2.6752,2.8652
07/09/2016,297.2594,60.9686,62.3679,69.9745,40.3031,17.4047,15.0829,14.6537,12.7766,14.6615,1.8286,1.1662,0.771,1.1549,1.2963,2.221,3.741,2.3493,2.6752,2.8652
08/09/2016,296.5578,60.9686,62.0707,69.8371,40.1651,17.4047,15.0829,14.6537,12.7766,14.6615,1.8286,1.1662,0.771,1.1549,1.2963,2.221,3.741,2.3493,2.6752,2.8652
09/09/2016,289.4478,59.6933,61.08,67.9366,38.2597,17.0085,14.7994,14.6302,12.9658,14.2761,1.7866,1.1463,0.7705,1.1722,1.2607,2.27,3.8038,2.3508,2.6389,2.9366
10/09/2016,289.4478,59.6933,61.08,67.9366,38.2597,17.0085,14.7994,14.6302,12.9658,14.2761,1.7866,1.1463,0.7705,1.1722,1.2607,2.27,3.8038,2.3508,2.6389,2.9366
11/09/2016,289.4478,59.6933,61.08,67.9366,38.2597,17.0085,14.7994,14.6302,12.9658,14.2761,1.7866,1.1463,0.7705,1.1722,1.2607,2.27,3.8038,2.3508,2.6389,2.9366
12/09/2016,293.6167,60.2247,61.5753,68.2114,38.95,17.0085,14.7994,14.6302,12.9658,14.2761,1.7866,1.1463,0.7705,1.1722,1.2607,2.27,3.8038,2.3508,2.6389,2.9366
13/09/2016,289.3533,59.0253,60.4855,66.7689,37.2656,17.0085,14.7994,14.6302,12.9658,14.2761,1.7866,1.1463,0.7705,1.1722,1.2607,2.27,3.8038,2.3508,2.6389,2.9366
14/09/2016,289.1914,58.995,60.0892,67.1009,37.1965,17.0085,14.7994,14.6302,12.9658,14.2761,1.7866,1.1463,0.7705,1.1722,1.2607,2.27,3.8038,2.3508,2.6389,2.9366
15/09/2016,292.1191,59.4656,60.3864,68.2801,37.7626,17.0085,14.7994,14.6302,12.9658,14.2761,1.7866,1.1463,0.7705,1.1722,1.2607,2.27,3.8038,2.3508,2.6389,2.9366
16/09/2016,290.9049,58.4029,59.8911,67.7992,37.3208,17.0674,14.3761,14.2579,12.6948,13.8967,1.7939,1.1138,0.7518,1.1467,1.2272,2.2601,3.9076,2.418,2.6999,2.9443
17/09/2016,290.9049,58.4029,59.8911,67.7992,37.3208,17.0674,14.3761,14.2579,12.6948,13.8967,1.7939,1.1138,0.7518,1.1467,1.2272,2.2601,3.9076,2.418,2.6999,2.9443
18/09/2016,290.9049,58.4029,59.8911,67.7992,37.3208,17.0674,14.3761,14.2579,12.6948,13.8967,1.7939,1.1138,0.7518,1.1467,1.2272,2.2601,3.9076,2.418,2.6999,2.9443
19/09/2016,291.0533,58.8583,60.0892,68.3373,37.4312,17.0674,14.3761,14.2579,12.6948,13.8967,1.7939,1.1138,0.7518,1.1467,1.2272,2.2601,3.9076,2.418,2.6999,2.9443
